,Country,Date,Count,daily_change
9772,Western Sahara,3/13/20,0,0.0
9773,Yemen,3/13/20,0,0.0
9774,Zambia,3/13/20,0,0.0
9775,Zimbabwe,3/13/20,0,0.0
9776,Afghanistan,3/14/20,0,0.0
9777,Albania,3/14/20,1,0.0
9778,Algeria,3/14/20,3,1.0
9779,Andorra,3/14/20,0,0.0
9780,Angola,3/14/20,0,0.0
9781,Antigua and Barbuda,3/14/20,0,0.0
9782,Argentina,3/14/20,2,0.0
9783,Armenia,3/14/20,0,0.0
9784,Australia,3/14/20,3,0.0
9785,Austria,3/14/20,1,0.0
9786,Azerbaijan,3/14/20,1,0.0
9787,Bahamas,3/14/20,0,0.0
9788,Bahrain,3/14/20,0,0.0
9789,Bangladesh,3/14/20,0,0.0
9790,Barbados,3/14/20,0,0.0
9791,Belarus,3/14/20,0,0.0
9792,Belgium,3/14/20,4,1.0
9793,Belize,3/14/20,0,0.0
9794,Benin,3/14/20,0,0.0
9795,Bhutan,3/14/20,0,0.0
9796,Bolivia,3/14/20,0,0.0
9797,Bosnia and Herzegovina,3/14/20,0,0.0
9798,Botswana,3/14/20,0,0.0
9799,Brazil,3/14/20,0,0.0
9800,Brunei,3/14/20,0,0.0
9801,Bulgaria,3/14/20,2,1.0
9802,Burkina Faso,3/14/20,0,0.0
9803,Burma,3/14/20,0,0.0
9804,Burundi,3/14/20,0,0.0
9805,Cabo Verde,3/14/20,0,0.0
9806,Cambodia,3/14/20,0,0.0
9807,Cameroon,3/14/20,0,0.0
9808,Canada,3/14/20,1,0.0
9809,Central African Republic,3/14/20,0,0.0
9810,Chad,3/14/20,0,0.0
9811,Chile,3/14/20,0,0.0
9812,China,3/14/20,3193,13.0
9813,Colombia,3/14/20,0,0.0
9814,Comoros,3/14/20,0,0.0
9815,Congo (Brazzaville),3/14/20,0,0.0
9816,Congo (Kinshasa),3/14/20,0,0.0
9817,Costa Rica,3/14/20,0,0.0
9818,Cote d'Ivoire,3/14/20,0,0.0
9819,Croatia,3/14/20,0,0.0
9820,Cuba,3/14/20,0,0.0
9821,Cyprus,3/14/20,0,0.0
9822,Czechia,3/14/20,0,0.0
9823,Denmark,3/14/20,1,1.0
9824,Diamond Princess,3/14/20,7,0.0
9825,Djibouti,3/14/20,0,0.0
9826,Dominica,3/14/20,0,0.0
9827,Dominican Republic,3/14/20,0,0.0
9828,Ecuador,3/14/20,2,2.0
9829,Egypt,3/14/20,2,0.0
9830,El Salvador,3/14/20,0,0.0
9831,Equatorial Guinea,3/14/20,0,0.0
9832,Eritrea,3/14/20,0,0.0
9833,Estonia,3/14/20,0,0.0
9834,Eswatini,3/14/20,0,0.0
9835,Ethiopia,3/14/20,0,0.0
9836,Fiji,3/14/20,0,0.0
9837,Finland,3/14/20,0,0.0
9838,France,3/14/20,91,12.0
9839,Gabon,3/14/20,0,0.0
9840,Gambia,3/14/20,0,0.0
9841,Georgia,3/14/20,0,0.0
9842,Germany,3/14/20,9,2.0
9843,Ghana,3/14/20,0,0.0
9844,Greece,3/14/20,3,2.0
9845,Grenada,3/14/20,0,0.0
9846,Guatemala,3/14/20,0,0.0
9847,Guinea,3/14/20,0,0.0
9848,Guinea-Bissau,3/14/20,0,0.0
9849,Guyana,3/14/20,1,0.0
9850,Haiti,3/14/20,0,0.0
9851,Holy See,3/14/20,0,0.0
9852,Honduras,3/14/20,0,0.0
9853,Hungary,3/14/20,0,0.0
9854,Iceland,3/14/20,0,0.0
9855,India,3/14/20,2,0.0
9856,Indonesia,3/14/20,5,1.0
9857,Iran,3/14/20,611,97.0
9858,Iraq,3/14/20,10,1.0
9859,Ireland,3/14/20,2,1.0
9860,Israel,3/14/20,0,0.0
9861,Italy,3/14/20,1441,175.0
9862,Jamaica,3/14/20,0,0.0
9863,Japan,3/14/20,22,3.0
9864,Jordan,3/14/20,0,0.0
9865,Kazakhstan,3/14/20,0,0.0
9866,Kenya,3/14/20,0,0.0
9867,"Korea, South",3/14/20,72,6.0
9868,Kosovo,3/14/20,0,0.0
9869,Kuwait,3/14/20,0,0.0
9870,Kyrgyzstan,3/14/20,0,0.0
9871,Laos,3/14/20,0,0.0
9872,Latvia,3/14/20,0,0.0
9873,Lebanon,3/14/20,3,0.0
9874,Lesotho,3/14/20,0,0.0
9875,Liberia,3/14/20,0,0.0
9876,Libya,3/14/20,0,0.0
9877,Liechtenstein,3/14/20,0,0.0
9878,Lithuania,3/14/20,0,0.0
9879,Luxembourg,3/14/20,1,1.0
9880,MS Zaandam,3/14/20,0,0.0
9881,Madagascar,3/14/20,0,0.0
9882,Malawi,3/14/20,0,0.0
9883,Malaysia,3/14/20,0,0.0
9884,Maldives,3/14/20,0,0.0
9885,Mali,3/14/20,0,0.0
9886,Malta,3/14/20,0,0.0
9887,Mauritania,3/14/20,0,0.0
9888,Mauritius,3/14/20,0,0.0
9889,Mexico,3/14/20,0,0.0
9890,Moldova,3/14/20,0,0.0
9891,Monaco,3/14/20,0,0.0
9892,Mongolia,3/14/20,0,0.0
9893,Montenegro,3/14/20,0,0.0
9894,Morocco,3/14/20,1,0.0
9895,Mozambique,3/14/20,0,0.0
9896,Namibia,3/14/20,0,0.0
9897,Nepal,3/14/20,0,0.0
9898,Netherlands,3/14/20,12,2.0
9899,New Zealand,3/14/20,0,0.0
9900,Nicaragua,3/14/20,0,0.0
9901,Niger,3/14/20,0,0.0
9902,Nigeria,3/14/20,0,0.0
9903,North Macedonia,3/14/20,0,0.0
9904,Norway,3/14/20,3,3.0
9905,Oman,3/14/20,0,0.0
9906,Pakistan,3/14/20,0,0.0
9907,Panama,3/14/20,1,0.0
9908,Papua New Guinea,3/14/20,0,0.0
9909,Paraguay,3/14/20,0,0.0
9910,Peru,3/14/20,0,0.0
9911,Philippines,3/14/20,8,3.0
9912,Poland,3/14/20,3,1.0
9913,Portugal,3/14/20,0,0.0
9914,Qatar,3/14/20,0,0.0
9915,Romania,3/14/20,0,0.0
9916,Russia,3/14/20,0,0.0
9917,Rwanda,3/14/20,0,0.0
9918,Saint Kitts and Nevis,3/14/20,0,0.0
9919,Saint Lucia,3/14/20,0,0.0
9920,Saint Vincent and the Grenadines,3/14/20,0,0.0
9921,San Marino,3/14/20,5,0.0
9922,Sao Tome and Principe,3/14/20,0,0.0
9923,Saudi Arabia,3/14/20,0,0.0
9924,Senegal,3/14/20,0,0.0
9925,Serbia,3/14/20,0,0.0
9926,Seychelles,3/14/20,0,0.0
9927,Sierra Leone,3/14/20,0,0.0
9928,Singapore,3/14/20,0,0.0
9929,Slovakia,3/14/20,0,0.0
9930,Slovenia,3/14/20,1,1.0
9931,Somalia,3/14/20,0,0.0
9932,South Africa,3/14/20,0,0.0
9933,South Sudan,3/14/20,0,0.0
9934,Spain,3/14/20,195,62.0
9935,Sri Lanka,3/14/20,0,0.0
9936,Sudan,3/14/20,1,0.0
9937,Suriname,3/14/20,0,0.0
9938,Sweden,3/14/20,2,1.0
9939,Switzerland,3/14/20,13,2.0
9940,Syria,3/14/20,0,0.0
9941,Taiwan*,3/14/20,1,0.0
9942,Tajikistan,3/14/20,0,0.0
9943,Tanzania,3/14/20,0,0.0
9944,Thailand,3/14/20,1,0.0
9945,Timor-Leste,3/14/20,0,0.0
9946,Togo,3/14/20,0,0.0
9947,Trinidad and Tobago,3/14/20,0,0.0
9948,Tunisia,3/14/20,0,0.0
9949,Turkey,3/14/20,0,0.0
9950,US,3/14/20,60,10.0
9951,Uganda,3/14/20,0,0.0
9952,Ukraine,3/14/20,1,0.0
9953,United Arab Emirates,3/14/20,0,0.0
9954,United Kingdom,3/14/20,28,18.0
9955,Uruguay,3/14/20,0,0.0
9956,Uzbekistan,3/14/20,0,0.0
9957,Venezuela,3/14/20,0,0.0
9958,Vietnam,3/14/20,0,0.0
9959,West Bank and Gaza,3/14/20,0,0.0
9960,Western Sahara,3/14/20,0,0.0
9961,Yemen,3/14/20,0,0.0
9962,Zambia,3/14/20,0,0.0
9963,Zimbabwe,3/14/20,0,0.0
9964,Afghanistan,3/15/20,0,0.0
9965,Albania,3/15/20,1,0.0
9966,Algeria,3/15/20,4,1.0
9967,Andorra,3/15/20,0,0.0
9968,Angola,3/15/20,0,0.0
9969,Antigua and Barbuda,3/15/20,0,0.0
9970,Argentina,3/15/20,2,0.0
9971,Armenia,3/15/20,0,0.0
9972,Australia,3/15/20,3,0.0
9973,Austria,3/15/20,1,0.0
9974,Azerbaijan,3/15/20,1,0.0
9975,Bahamas,3/15/20,0,0.0
9976,Bahrain,3/15/20,0,0.0
9977,Bangladesh,3/15/20,0,0.0
9978,Barbados,3/15/20,0,0.0
9979,Belarus,3/15/20,0,0.0
9980,Belgium,3/15/20,4,0.0
9981,Belize,3/15/20,0,0.0
9982,Benin,3/15/20,0,0.0
9983,Bhutan,3/15/20,0,0.0
9984,Bolivia,3/15/20,0,0.0
9985,Bosnia and Herzegovina,3/15/20,0,0.0
9986,Botswana,3/15/20,0,0.0
9987,Brazil,3/15/20,0,0.0
9988,Brunei,3/15/20,0,0.0
9989,Bulgaria,3/15/20,2,0.0
9990,Burkina Faso,3/15/20,0,0.0
9991,Burma,3/15/20,0,0.0
9992,Burundi,3/15/20,0,0.0
9993,Cabo Verde,3/15/20,0,0.0
9994,Cambodia,3/15/20,0,0.0
9995,Cameroon,3/15/20,0,0.0
9996,Canada,3/15/20,1,0.0
9997,Central African Republic,3/15/20,0,0.0
9998,Chad,3/15/20,0,0.0
9999,Chile,3/15/20,0,0.0
10000,China,3/15/20,3203,10.0
10001,Colombia,3/15/20,0,0.0
10002,Comoros,3/15/20,0,0.0
10003,Congo (Brazzaville),3/15/20,0,0.0
10004,Congo (Kinshasa),3/15/20,0,0.0
10005,Costa Rica,3/15/20,0,0.0
10006,Cote d'Ivoire,3/15/20,0,0.0
10007,Croatia,3/15/20,0,0.0
10008,Cuba,3/15/20,0,0.0
10009,Cyprus,3/15/20,0,0.0
10010,Czechia,3/15/20,0,0.0
10011,Denmark,3/15/20,2,1.0
10012,Diamond Princess,3/15/20,7,0.0
10013,Djibouti,3/15/20,0,0.0
10014,Dominica,3/15/20,0,0.0
10015,Dominican Republic,3/15/20,0,0.0
10016,Ecuador,3/15/20,2,0.0
10017,Egypt,3/15/20,2,0.0
10018,El Salvador,3/15/20,0,0.0
10019,Equatorial Guinea,3/15/20,0,0.0
10020,Eritrea,3/15/20,0,0.0
10021,Estonia,3/15/20,0,0.0
10022,Eswatini,3/15/20,0,0.0
10023,Ethiopia,3/15/20,0,0.0
10024,Fiji,3/15/20,0,0.0
10025,Finland,3/15/20,0,0.0
10026,France,3/15/20,91,0.0
10027,Gabon,3/15/20,0,0.0
10028,Gambia,3/15/20,0,0.0
10029,Georgia,3/15/20,0,0.0
10030,Germany,3/15/20,11,2.0
10031,Ghana,3/15/20,0,0.0
10032,Greece,3/15/20,4,1.0
10033,Grenada,3/15/20,0,0.0
10034,Guatemala,3/15/20,0,0.0
10035,Guinea,3/15/20,0,0.0
10036,Guinea-Bissau,3/15/20,0,0.0
10037,Guyana,3/15/20,1,0.0
10038,Haiti,3/15/20,0,0.0
10039,Holy See,3/15/20,0,0.0
10040,Honduras,3/15/20,0,0.0
10041,Hungary,3/15/20,1,1.0
10042,Iceland,3/15/20,5,5.0
10043,India,3/15/20,2,0.0
10044,Indonesia,3/15/20,5,0.0
10045,Iran,3/15/20,724,113.0
10046,Iraq,3/15/20,10,0.0
10047,Ireland,3/15/20,2,0.0
10048,Israel,3/15/20,0,0.0
10049,Italy,3/15/20,1809,368.0
10050,Jamaica,3/15/20,0,0.0
10051,Japan,3/15/20,22,0.0
10052,Jordan,3/15/20,0,0.0
10053,Kazakhstan,3/15/20,0,0.0
10054,Kenya,3/15/20,0,0.0
10055,"Korea, South",3/15/20,75,3.0
10056,Kosovo,3/15/20,0,0.0
10057,Kuwait,3/15/20,0,0.0
10058,Kyrgyzstan,3/15/20,0,0.0
10059,Laos,3/15/20,0,0.0
10060,Latvia,3/15/20,0,0.0
10061,Lebanon,3/15/20,3,0.0
10062,Lesotho,3/15/20,0,0.0
10063,Liberia,3/15/20,0,0.0
10064,Libya,3/15/20,0,0.0
10065,Liechtenstein,3/15/20,0,0.0
10066,Lithuania,3/15/20,0,0.0
10067,Luxembourg,3/15/20,1,0.0
10068,MS Zaandam,3/15/20,0,0.0
10069,Madagascar,3/15/20,0,0.0
10070,Malawi,3/15/20,0,0.0
10071,Malaysia,3/15/20,0,0.0
10072,Maldives,3/15/20,0,0.0
10073,Mali,3/15/20,0,0.0
10074,Malta,3/15/20,0,0.0
10075,Mauritania,3/15/20,0,0.0
10076,Mauritius,3/15/20,0,0.0
10077,Mexico,3/15/20,0,0.0
10078,Moldova,3/15/20,0,0.0
10079,Monaco,3/15/20,0,0.0
10080,Mongolia,3/15/20,0,0.0
10081,Montenegro,3/15/20,0,0.0
10082,Morocco,3/15/20,1,0.0
10083,Mozambique,3/15/20,0,0.0
10084,Namibia,3/15/20,0,0.0
10085,Nepal,3/15/20,0,0.0
10086,Netherlands,3/15/20,20,8.0
10087,New Zealand,3/15/20,0,0.0
10088,Nicaragua,3/15/20,0,0.0
10089,Niger,3/15/20,0,0.0
10090,Nigeria,3/15/20,0,0.0
10091,North Macedonia,3/15/20,0,0.0
10092,Norway,3/15/20,3,0.0
10093,Oman,3/15/20,0,0.0
10094,Pakistan,3/15/20,0,0.0
10095,Panama,3/15/20,1,0.0
10096,Papua New Guinea,3/15/20,0,0.0
10097,Paraguay,3/15/20,0,0.0
10098,Peru,3/15/20,0,0.0
10099,Philippines,3/15/20,11,3.0
10100,Poland,3/15/20,3,0.0
10101,Portugal,3/15/20,0,0.0
10102,Qatar,3/15/20,0,0.0
10103,Romania,3/15/20,0,0.0
10104,Russia,3/15/20,0,0.0
10105,Rwanda,3/15/20,0,0.0
10106,Saint Kitts and Nevis,3/15/20,0,0.0
10107,Saint Lucia,3/15/20,0,0.0
10108,Saint Vincent and the Grenadines,3/15/20,0,0.0
10109,San Marino,3/15/20,5,0.0
10110,Sao Tome and Principe,3/15/20,0,0.0
10111,Saudi Arabia,3/15/20,0,0.0
10112,Senegal,3/15/20,0,0.0
10113,Serbia,3/15/20,0,0.0
10114,Seychelles,3/15/20,0,0.0
10115,Sierra Leone,3/15/20,0,0.0
10116,Singapore,3/15/20,0,0.0
10117,Slovakia,3/15/20,0,0.0
10118,Slovenia,3/15/20,1,0.0
10119,Somalia,3/15/20,0,0.0
10120,South Africa,3/15/20,0,0.0
10121,South Sudan,3/15/20,0,0.0
10122,Spain,3/15/20,289,94.0
10123,Sri Lanka,3/15/20,0,0.0
10124,Sudan,3/15/20,1,0.0
10125,Suriname,3/15/20,0,0.0
10126,Sweden,3/15/20,3,1.0
10127,Switzerland,3/15/20,14,1.0
10128,Syria,3/15/20,0,0.0
10129,Taiwan*,3/15/20,1,0.0
10130,Tajikistan,3/15/20,0,0.0
10131,Tanzania,3/15/20,0,0.0
10132,Thailand,3/15/20,1,0.0
10133,Timor-Leste,3/15/20,0,0.0
10134,Togo,3/15/20,0,0.0
10135,Trinidad and Tobago,3/15/20,0,0.0
10136,Tunisia,3/15/20,0,0.0
10137,Turkey,3/15/20,0,0.0
10138,US,3/15/20,74,14.0
10139,Uganda,3/15/20,0,0.0
10140,Ukraine,3/15/20,1,0.0
10141,United Arab Emirates,3/15/20,0,0.0
10142,United Kingdom,3/15/20,43,15.0
10143,Uruguay,3/15/20,0,0.0
10144,Uzbekistan,3/15/20,0,0.0
10145,Venezuela,3/15/20,0,0.0
10146,Vietnam,3/15/20,0,0.0
10147,West Bank and Gaza,3/15/20,0,0.0
10148,Western Sahara,3/15/20,0,0.0
10149,Yemen,3/15/20,0,0.0
10150,Zambia,3/15/20,0,0.0
10151,Zimbabwe,3/15/20,0,0.0
10152,Afghanistan,3/16/20,0,0.0
10153,Albania,3/16/20,1,0.0
10154,Algeria,3/16/20,4,0.0
10155,Andorra,3/16/20,0,0.0
10156,Angola,3/16/20,0,0.0
10157,Antigua and Barbuda,3/16/20,0,0.0
10158,Argentina,3/16/20,2,0.0
10159,Armenia,3/16/20,0,0.0
10160,Australia,3/16/20,3,0.0
10161,Austria,3/16/20,3,2.0
10162,Azerbaijan,3/16/20,1,0.0
10163,Bahamas,3/16/20,0,0.0
10164,Bahrain,3/16/20,1,1.0
10165,Bangladesh,3/16/20,0,0.0
10166,Barbados,3/16/20,0,0.0
10167,Belarus,3/16/20,0,0.0
10168,Belgium,3/16/20,5,1.0
10169,Belize,3/16/20,0,0.0
10170,Benin,3/16/20,0,0.0
10171,Bhutan,3/16/20,0,0.0
10172,Bolivia,3/16/20,0,0.0
10173,Bosnia and Herzegovina,3/16/20,0,0.0
10174,Botswana,3/16/20,0,0.0
10175,Brazil,3/16/20,0,0.0
10176,Brunei,3/16/20,0,0.0
10177,Bulgaria,3/16/20,2,0.0
10178,Burkina Faso,3/16/20,0,0.0
10179,Burma,3/16/20,0,0.0
10180,Burundi,3/16/20,0,0.0
10181,Cabo Verde,3/16/20,0,0.0
10182,Cambodia,3/16/20,0,0.0
10183,Cameroon,3/16/20,0,0.0
10184,Canada,3/16/20,4,3.0
10185,Central African Republic,3/16/20,0,0.0
10186,Chad,3/16/20,0,0.0
10187,Chile,3/16/20,0,0.0
10188,China,3/16/20,3217,14.0
10189,Colombia,3/16/20,0,0.0
10190,Comoros,3/16/20,0,0.0
10191,Congo (Brazzaville),3/16/20,0,0.0
10192,Congo (Kinshasa),3/16/20,0,0.0
10193,Costa Rica,3/16/20,0,0.0
10194,Cote d'Ivoire,3/16/20,0,0.0
10195,Croatia,3/16/20,0,0.0
10196,Cuba,3/16/20,0,0.0
10197,Cyprus,3/16/20,0,0.0
10198,Czechia,3/16/20,0,0.0
10199,Denmark,3/16/20,3,1.0
10200,Diamond Princess,3/16/20,7,0.0
10201,Djibouti,3/16/20,0,0.0
10202,Dominica,3/16/20,0,0.0
10203,Dominican Republic,3/16/20,0,0.0
10204,Ecuador,3/16/20,2,0.0
10205,Egypt,3/16/20,2,0.0
10206,El Salvador,3/16/20,0,0.0
10207,Equatorial Guinea,3/16/20,0,0.0
10208,Eritrea,3/16/20,0,0.0
10209,Estonia,3/16/20,0,0.0
10210,Eswatini,3/16/20,0,0.0
10211,Ethiopia,3/16/20,0,0.0
10212,Fiji,3/16/20,0,0.0
10213,Finland,3/16/20,0,0.0
10214,France,3/16/20,149,58.0
10215,Gabon,3/16/20,0,0.0
10216,Gambia,3/16/20,0,0.0
10217,Georgia,3/16/20,0,0.0
10218,Germany,3/16/20,17,6.0
10219,Ghana,3/16/20,0,0.0
10220,Greece,3/16/20,4,0.0
10221,Grenada,3/16/20,0,0.0
10222,Guatemala,3/16/20,1,1.0
10223,Guinea,3/16/20,0,0.0
10224,Guinea-Bissau,3/16/20,0,0.0
10225,Guyana,3/16/20,1,0.0
10226,Haiti,3/16/20,0,0.0
10227,Holy See,3/16/20,0,0.0
10228,Honduras,3/16/20,0,0.0
10229,Hungary,3/16/20,1,0.0
10230,Iceland,3/16/20,0,-5.0
10231,India,3/16/20,2,0.0
10232,Indonesia,3/16/20,5,0.0
10233,Iran,3/16/20,853,129.0
10234,Iraq,3/16/20,10,0.0
10235,Ireland,3/16/20,2,0.0
10236,Israel,3/16/20,0,0.0
10237,Italy,3/16/20,2158,349.0
10238,Jamaica,3/16/20,0,0.0
10239,Japan,3/16/20,27,5.0
10240,Jordan,3/16/20,0,0.0
10241,Kazakhstan,3/16/20,0,0.0
10242,Kenya,3/16/20,0,0.0
10243,"Korea, South",3/16/20,75,0.0
10244,Kosovo,3/16/20,0,0.0
10245,Kuwait,3/16/20,0,0.0
10246,Kyrgyzstan,3/16/20,0,0.0
10247,Laos,3/16/20,0,0.0
10248,Latvia,3/16/20,0,0.0
10249,Lebanon,3/16/20,3,0.0
10250,Lesotho,3/16/20,0,0.0
10251,Liberia,3/16/20,0,0.0
10252,Libya,3/16/20,0,0.0
10253,Liechtenstein,3/16/20,0,0.0
10254,Lithuania,3/16/20,0,0.0
10255,Luxembourg,3/16/20,1,0.0
10256,MS Zaandam,3/16/20,0,0.0
10257,Madagascar,3/16/20,0,0.0
10258,Malawi,3/16/20,0,0.0
10259,Malaysia,3/16/20,0,0.0
10260,Maldives,3/16/20,0,0.0
10261,Mali,3/16/20,0,0.0
10262,Malta,3/16/20,0,0.0
10263,Mauritania,3/16/20,0,0.0
10264,Mauritius,3/16/20,0,0.0
10265,Mexico,3/16/20,0,0.0
10266,Moldova,3/16/20,0,0.0
10267,Monaco,3/16/20,0,0.0
10268,Mongolia,3/16/20,0,0.0
10269,Montenegro,3/16/20,0,0.0
10270,Morocco,3/16/20,1,0.0
10271,Mozambique,3/16/20,0,0.0
10272,Namibia,3/16/20,0,0.0
10273,Nepal,3/16/20,0,0.0
10274,Netherlands,3/16/20,24,4.0
10275,New Zealand,3/16/20,0,0.0
10276,Nicaragua,3/16/20,0,0.0
10277,Niger,3/16/20,0,0.0
10278,Nigeria,3/16/20,0,0.0
10279,North Macedonia,3/16/20,0,0.0
10280,Norway,3/16/20,3,0.0
10281,Oman,3/16/20,0,0.0
10282,Pakistan,3/16/20,0,0.0
10283,Panama,3/16/20,1,0.0
10284,Papua New Guinea,3/16/20,0,0.0
10285,Paraguay,3/16/20,0,0.0
10286,Peru,3/16/20,0,0.0
10287,Philippines,3/16/20,12,1.0
10288,Poland,3/16/20,4,1.0
10289,Portugal,3/16/20,0,0.0
10290,Qatar,3/16/20,0,0.0
10291,Romania,3/16/20,0,0.0
10292,Russia,3/16/20,0,0.0
10293,Rwanda,3/16/20,0,0.0
10294,Saint Kitts and Nevis,3/16/20,0,0.0
10295,Saint Lucia,3/16/20,0,0.0
10296,Saint Vincent and the Grenadines,3/16/20,0,0.0
10297,San Marino,3/16/20,7,2.0
10298,Sao Tome and Principe,3/16/20,0,0.0
10299,Saudi Arabia,3/16/20,0,0.0
10300,Senegal,3/16/20,0,0.0
10301,Serbia,3/16/20,0,0.0
10302,Seychelles,3/16/20,0,0.0
10303,Sierra Leone,3/16/20,0,0.0
10304,Singapore,3/16/20,0,0.0
10305,Slovakia,3/16/20,0,0.0
10306,Slovenia,3/16/20,1,0.0
10307,Somalia,3/16/20,0,0.0
10308,South Africa,3/16/20,0,0.0
10309,South Sudan,3/16/20,0,0.0
10310,Spain,3/16/20,342,53.0
10311,Sri Lanka,3/16/20,0,0.0
10312,Sudan,3/16/20,1,0.0
10313,Suriname,3/16/20,0,0.0
10314,Sweden,3/16/20,6,3.0
10315,Switzerland,3/16/20,14,0.0
10316,Syria,3/16/20,0,0.0
10317,Taiwan*,3/16/20,1,0.0
10318,Tajikistan,3/16/20,0,0.0
10319,Tanzania,3/16/20,0,0.0
10320,Thailand,3/16/20,1,0.0
10321,Timor-Leste,3/16/20,0,0.0
10322,Togo,3/16/20,0,0.0
10323,Trinidad and Tobago,3/16/20,0,0.0
10324,Tunisia,3/16/20,0,0.0
10325,Turkey,3/16/20,0,0.0
10326,US,3/16/20,100,26.0
10327,Uganda,3/16/20,0,0.0
10328,Ukraine,3/16/20,1,0.0
10329,United Arab Emirates,3/16/20,0,0.0
10330,United Kingdom,3/16/20,66,23.0
10331,Uruguay,3/16/20,0,0.0
10332,Uzbekistan,3/16/20,0,0.0
10333,Venezuela,3/16/20,0,0.0
10334,Vietnam,3/16/20,0,0.0
10335,West Bank and Gaza,3/16/20,0,0.0
10336,Western Sahara,3/16/20,0,0.0
10337,Yemen,3/16/20,0,0.0
10338,Zambia,3/16/20,0,0.0
10339,Zimbabwe,3/16/20,0,0.0
10340,Afghanistan,3/17/20,0,0.0
10341,Albania,3/17/20,1,0.0
10342,Algeria,3/17/20,4,0.0
10343,Andorra,3/17/20,0,0.0
10344,Angola,3/17/20,0,0.0
10345,Antigua and Barbuda,3/17/20,0,0.0
10346,Argentina,3/17/20,2,0.0
10347,Armenia,3/17/20,0,0.0
10348,Australia,3/17/20,5,2.0
10349,Austria,3/17/20,3,0.0
10350,Azerbaijan,3/17/20,1,0.0
10351,Bahamas,3/17/20,0,0.0
10352,Bahrain,3/17/20,1,0.0
10353,Bangladesh,3/17/20,0,0.0
10354,Barbados,3/17/20,0,0.0
10355,Belarus,3/17/20,0,0.0
10356,Belgium,3/17/20,10,5.0
10357,Belize,3/17/20,0,0.0
10358,Benin,3/17/20,0,0.0
10359,Bhutan,3/17/20,0,0.0
10360,Bolivia,3/17/20,0,0.0
10361,Bosnia and Herzegovina,3/17/20,0,0.0
10362,Botswana,3/17/20,0,0.0
10363,Brazil,3/17/20,1,1.0
10364,Brunei,3/17/20,0,0.0
10365,Bulgaria,3/17/20,2,0.0
10366,Burkina Faso,3/17/20,0,0.0
10367,Burma,3/17/20,0,0.0
10368,Burundi,3/17/20,0,0.0
10369,Cabo Verde,3/17/20,0,0.0
10370,Cambodia,3/17/20,0,0.0
10371,Cameroon,3/17/20,0,0.0
10372,Canada,3/17/20,5,1.0
10373,Central African Republic,3/17/20,0,0.0
10374,Chad,3/17/20,0,0.0
10375,Chile,3/17/20,0,0.0
10376,China,3/17/20,3230,13.0
10377,Colombia,3/17/20,0,0.0
10378,Comoros,3/17/20,0,0.0
10379,Congo (Brazzaville),3/17/20,0,0.0
10380,Congo (Kinshasa),3/17/20,0,0.0
10381,Costa Rica,3/17/20,0,0.0
10382,Cote d'Ivoire,3/17/20,0,0.0
10383,Croatia,3/17/20,0,0.0
10384,Cuba,3/17/20,0,0.0
10385,Cyprus,3/17/20,0,0.0
10386,Czechia,3/17/20,0,0.0
10387,Denmark,3/17/20,4,1.0
10388,Diamond Princess,3/17/20,7,0.0
10389,Djibouti,3/17/20,0,0.0
10390,Dominica,3/17/20,0,0.0
10391,Dominican Republic,3/17/20,1,1.0
10392,Ecuador,3/17/20,2,0.0
10393,Egypt,3/17/20,4,2.0
10394,El Salvador,3/17/20,0,0.0
10395,Equatorial Guinea,3/17/20,0,0.0
10396,Eritrea,3/17/20,0,0.0
10397,Estonia,3/17/20,0,0.0
10398,Eswatini,3/17/20,0,0.0
10399,Ethiopia,3/17/20,0,0.0
10400,Fiji,3/17/20,0,0.0
10401,Finland,3/17/20,0,0.0
10402,France,3/17/20,149,0.0
10403,Gabon,3/17/20,0,0.0
10404,Gambia,3/17/20,0,0.0
10405,Georgia,3/17/20,0,0.0
10406,Germany,3/17/20,24,7.0
10407,Ghana,3/17/20,0,0.0
10408,Greece,3/17/20,5,1.0
10409,Grenada,3/17/20,0,0.0
10410,Guatemala,3/17/20,1,0.0
10411,Guinea,3/17/20,0,0.0
10412,Guinea-Bissau,3/17/20,0,0.0
10413,Guyana,3/17/20,1,0.0
10414,Haiti,3/17/20,0,0.0
10415,Holy See,3/17/20,0,0.0
10416,Honduras,3/17/20,0,0.0
10417,Hungary,3/17/20,1,0.0
10418,Iceland,3/17/20,1,1.0
10419,India,3/17/20,3,1.0
10420,Indonesia,3/17/20,5,0.0
10421,Iran,3/17/20,988,135.0
10422,Iraq,3/17/20,11,1.0
10423,Ireland,3/17/20,2,0.0
10424,Israel,3/17/20,0,0.0
10425,Italy,3/17/20,2503,345.0
10426,Jamaica,3/17/20,0,0.0
10427,Japan,3/17/20,29,2.0
10428,Jordan,3/17/20,0,0.0
10429,Kazakhstan,3/17/20,0,0.0
10430,Kenya,3/17/20,0,0.0
10431,"Korea, South",3/17/20,81,6.0
10432,Kosovo,3/17/20,0,0.0
10433,Kuwait,3/17/20,0,0.0
10434,Kyrgyzstan,3/17/20,0,0.0
10435,Laos,3/17/20,0,0.0
10436,Latvia,3/17/20,0,0.0
10437,Lebanon,3/17/20,3,0.0
10438,Lesotho,3/17/20,0,0.0
10439,Liberia,3/17/20,0,0.0
10440,Libya,3/17/20,0,0.0
10441,Liechtenstein,3/17/20,0,0.0
